record_id,campaign_date,campaign_id,campaign_name,channel,campaign_type,region,audience_segment,device,impressions,clicks,conversions,spend_usd,revenue_usd
REC-004921,2026-03-05,CAMP-014,Win Back Customers,Email,Reactivation,Europe,Students & Young Professionals,Desktop,6667,401,49,71.45,3372.49
REC-005524,2026-04-29,CAMP-013,Lifecycle Nurture,Email,Customer Nurture,Asia-Pacific,New Customers,Desktop,3481,252,33,58.97,2918.83
REC-000247,2025-01-22,CAMP-023,Enterprise Pipeline Builder,LinkedIn Ads,Lead Generation,North America,Small Business Owners,Mobile,7645,160,13,930.35,2461.43
REC-002278,2025-07-23,CAMP-008,Executive Thought Leadership,LinkedIn Ads,Brand Awareness,MENA,Small Business Owners,Desktop,3447,22,2,167.99,117.47
REC-001623,2025-05-22,CAMP-003,High Intent Retargeting,Google Ads,Retargeting,North America,Returning Customers,Mobile,7682,482,31,1008.22,4319.64
REC-003927,2025-12-10,CAMP-007,B2B Decision Makers,LinkedIn Ads,Lead Generation,North America,New Customers,Mobile,10733,209,16,1079.25,1854.24
REC-002693,2025-08-28,CAMP-015,Monthly Product Digest,Email,Customer Nurture,North America,Students & Young Professionals,Mobile,8281,628,41,96.75,3404.31
REC-000503,2025-02-13,CAMP-012,Youth Engagement Sprint,TikTok Ads,Engagement,Asia-Pacific,Enterprise Decision Makers,Mobile,22754,312,5,303.54,1052.7
REC-005279,2026-04-08,CAMP-009,Startup Founder Leads,LinkedIn Ads,Lead Generation,North America,Small Business Owners,Desktop,1959,24,2,149.95,389.97
REC-002834,2025-09-09,CAMP-023,Enterprise Pipeline Builder,LinkedIn Ads,Lead Generation,MENA,Returning Customers,Mobile,3914,57,7,306.59,1461.17
REC-002791,2025-09-06,CAMP-019,Display Retargeting Loop,Display Ads,Retargeting,North America,Students & Young Professionals,Mobile,29766,248,2,171.66,135.62
REC-000145,2025-01-13,CAMP-008,Executive Thought Leadership,LinkedIn Ads,Brand Awareness,Latin America,Enterprise Decision Makers,Mobile,3812,40,2,245.54,281.47
REC-001259,2025-04-19,CAMP-002,Brand Demand Capture,Google Ads,Brand Awareness,MENA,Students & Young Professionals,Mobile,4195,177,4,247.63,223.24
REC-002148,2025-07-11,CAMP-010,Short Video Discovery,TikTok Ads,Prospecting,North America,Students & Young Professionals,Desktop,23569,318,6,260.75,439.98
REC-000636,2025-02-24,CAMP-002,Brand Demand Capture,Google Ads,Brand Awareness,MENA,Returning Customers,Desktop,7588,250,20,313.76,2106.73
REC-001650,2025-05-24,CAMP-016,Video Reach Accelerator,YouTube Ads,Brand Awareness,Asia-Pacific,Small Business Owners,Mobile,38449,255,2,207.67,197.31
REC-004953,2026-03-09,CAMP-016,Video Reach Accelerator,YouTube Ads,Brand Awareness,Asia-Pacific,Returning Customers,Desktop,27415,191,4,172.86,402.38
REC-003242,2025-10-14,CAMP-013,Lifecycle Nurture,Email,Customer Nurture,Europe,Enterprise Decision Makers,Mobile,11726,822,81,128.2,18337.21
REC-000403,2025-02-05,CAMP-001,Search Growth Engine,Google Ads,Always-on Acquisition,Latin America,Small Business Owners,Desktop,12329,572,46,779.38,5515.1
REC-000407,2025-02-05,CAMP-013,Lifecycle Nurture,Email,Customer Nurture,North America,New Customers,Mobile,6770,422,31,76.95,3131.98
REC-006108,2026-06-19,CAMP-012,Youth Engagement Sprint,TikTok Ads,Engagement,MENA,Enterprise Decision Makers,Desktop,17327,235,7,149.23,1618.77
REC-003776,2025-11-27,CAMP-020,Creator Partnership Series,Influencer,Influencer Partnership,North America,Students & Young Professionals,Mobile,45270,1624,43,1090.69,3528.21
REC-000719,2025-03-04,CAMP-005,Cart Recovery Social,Meta Ads,Retargeting,Latin America,New Customers,Tablet,9595,211,9,204.88,1009.38
REC-003624,2025-11-15,CAMP-014,Win Back Customers,Email,Reactivation,Asia-Pacific,Students & Young Professionals,Mobile,9595,737,52,118.43,4268.93
REC-002882,2025-09-13,CAMP-008,Executive Thought Leadership,LinkedIn Ads,Brand Awareness,Europe,Students & Young Professionals,Desktop,6886,57,1,364.28,30.96
REC-005444,2026-04-22,CAMP-018,Programmatic Market Reach,Display Ads,Brand Awareness,Asia-Pacific,Students & Young Professionals,Mobile,18486,69,0,67.91,0.0
REC-001879,2025-06-15,CAMP-010,Short Video Discovery,TikTok Ads,Prospecting,Europe,Returning Customers,Mobile,25627,524,13,433.26,1636.41
REC-001536,2025-05-13,CAMP-021,Micro Creator Conversion,Influencer,Influencer Partnership,MENA,New Customers,Desktop,33476,869,38,718.2,3508.67
REC-004828,2026-02-25,CAMP-001,Search Growth Engine,Google Ads,Always-on Acquisition,Asia-Pacific,Enterprise Decision Makers,Mobile,6638,351,19,441.01,5253.15
REC-001160,2025-04-11,CAMP-010,Short Video Discovery,TikTok Ads,Prospecting,North America,Students & Young Professionals,Mobile,12773,176,3,164.55,224.62
REC-000425,2025-02-07,CAMP-004,Social Scale Prospecting,Meta Ads,Prospecting,North America,Students & Young Professionals,Desktop,12126,176,6,226.23,365.15
REC-005794,2026-05-23,CAMP-010,Short Video Discovery,TikTok Ads,Prospecting,Latin America,Small Business Owners,Mobile,7640,150,3,105.46,448.78
REC-001761,2025-06-03,CAMP-023,Enterprise Pipeline Builder,LinkedIn Ads,Lead Generation,Europe,New Customers,Mobile,4100,70,5,336.08,697.17
REC-000773,2025-03-09,CAMP-021,Micro Creator Conversion,Influencer,Influencer Partnership,Asia-Pacific,Returning Customers,Mobile,9613,432,23,217.24,2746.35
REC-003448,2025-11-01,CAMP-006,Seasonal Offer Push,Meta Ads,Seasonal Promotion,Asia-Pacific,Students & Young Professionals,Mobile,26717,718,18,590.08,1430.09
REC-005582,2026-05-04,CAMP-008,Executive Thought Leadership,LinkedIn Ads,Brand Awareness,Europe,New Customers,Mobile,4657,46,1,249.26,46.12
REC-000211,2025-01-19,CAMP-009,Startup Founder Leads,LinkedIn Ads,Lead Generation,North America,Small Business Owners,Mobile,5009,81,8,475.76,1611.77
REC-001492,2025-05-10,CAMP-007,B2B Decision Makers,LinkedIn Ads,Lead Generation,Europe,Small Business Owners,Mobile,5963,106,11,581.76,2363.34
REC-001759,2025-06-03,CAMP-009,Startup Founder Leads,LinkedIn Ads,Lead Generation,Europe,New Customers,Mobile,4812,84,5,401.6,589.17
REC-005506,2026-04-27,CAMP-003,High Intent Retargeting,Google Ads,Retargeting,Asia-Pacific,New Customers,Desktop,7188,375,38,530.04,3767.17
REC-003787,2025-11-28,CAMP-004,Social Scale Prospecting,Meta Ads,Prospecting,North America,Small Business Owners,Desktop,7947,176,6,228.85,961.31
REC-002237,2025-07-19,CAMP-016,Video Reach Accelerator,YouTube Ads,Brand Awareness,North America,Small Business Owners,Mobile,10280,89,0,98.62,0.0
REC-001316,2025-04-24,CAMP-007,B2B Decision Makers,LinkedIn Ads,Lead Generation,Latin America,Small Business Owners,Mobile,1517,22,2,98.81,394.19
REC-004672,2026-02-12,CAMP-024,Mobile App Acquisition,Google Ads,App Acquisition,North America,New Customers,Mobile,19522,791,33,1361.51,2099.88
REC-000640,2025-02-25,CAMP-017,Product Demo Views,YouTube Ads,Product Education,Europe,New Customers,Mobile,14917,128,2,111.37,213.23
REC-003171,2025-10-08,CAMP-007,B2B Decision Makers,LinkedIn Ads,Lead Generation,Europe,New Customers,Desktop,5635,74,6,445.35,833.78
REC-004015,2025-12-17,CAMP-024,Mobile App Acquisition,Google Ads,App Acquisition,North America,Returning Customers,Mobile,19369,618,27,997.48,2429.97
REC-001255,2025-04-19,CAMP-018,Programmatic Market Reach,Display Ads,Brand Awareness,Asia-Pacific,Small Business Owners,Mobile,37025,127,0,100.84,0.0
REC-001109,2025-04-07,CAMP-024,Mobile App Acquisition,Google Ads,App Acquisition,North America,New Customers,Mobile,15352,661,28,1304.0,1651.2
REC-005381,2026-04-17,CAMP-004,Social Scale Prospecting,Meta Ads,Prospecting,North America,Students & Young Professionals,Desktop,12014,213,6,250.42,341.86
REC-000832,2025-03-15,CAMP-021,Micro Creator Conversion,Influencer,Influencer Partnership,MENA,Students & Young Professionals,Mobile,36484,1062,29,750.58,2171.03
REC-004611,2026-02-06,CAMP-011,Creator Product Launch,TikTok Ads,Product Launch,MENA,Small Business Owners,Tablet,11222,131,3,83.42,441.97
REC-000050,2025-01-05,CAMP-010,Short Video Discovery,TikTok Ads,Prospecting,North America,New Customers,Mobile,19246,356,7,261.42,657.92
REC-004584,2026-02-04,CAMP-012,Youth Engagement Sprint,TikTok Ads,Engagement,North America,Enterprise Decision Makers,Desktop,26067,321,8,368.2,1845.37
REC-005302,2026-04-10,CAMP-006,Seasonal Offer Push,Meta Ads,Seasonal Promotion,North America,Small Business Owners,Mobile,12162,370,11,506.02,1710.05
REC-002374,2025-08-01,CAMP-007,B2B Decision Makers,LinkedIn Ads,Lead Generation,Europe,Returning Customers,Mobile,3977,57,5,283.9,844.32
REC-001111,2025-04-07,CAMP-014,Win Back Customers,Email,Reactivation,MENA,Small Business Owners,Mobile,16295,1279,209,172.02,39320.59
REC-003939,2025-12-11,CAMP-007,B2B Decision Makers,LinkedIn Ads,Lead Generation,North America,Returning Customers,Mobile,4848,69,5,483.75,936.78
REC-003599,2025-11-13,CAMP-019,Display Retargeting Loop,Display Ads,Retargeting,MENA,Small Business Owners,Desktop,31236,233,6,91.02,955.12
REC-001657,2025-05-25,CAMP-024,Mobile App Acquisition,Google Ads,App Acquisition,Asia-Pacific,Small Business Owners,Mobile,8965,329,14,527.61,1179.5
REC-000580,2025-02-19,CAMP-016,Video Reach Accelerator,YouTube Ads,Brand Awareness,MENA,Small Business Owners,Mobile,23369,165,2,134.24,224.11
REC-005854,2026-05-27,CAMP-017,Product Demo Views,YouTube Ads,Product Education,Europe,New Customers,Mobile,15876,193,1,147.42,115.26
REC-005847,2026-05-27,CAMP-023,Enterprise Pipeline Builder,LinkedIn Ads,Lead Generation,North America,New Customers,Mobile,2375,47,4,283.8,577.87
REC-003587,2025-11-12,CAMP-023,Enterprise Pipeline Builder,LinkedIn Ads,Lead Generation,Europe,Returning Customers,Mobile,7949,119,12,627.96,2734.69
REC-002407,2025-08-03,CAMP-024,Mobile App Acquisition,Google Ads,App Acquisition,Europe,Small Business Owners,Mobile,11882,358,22,673.78,2035.76
REC-000096,2025-01-09,CAMP-017,Product Demo Views,YouTube Ads,Product Education,North America,Enterprise Decision Makers,Mobile,39257,363,7,385.69,2012.37
REC-002066,2025-07-03,CAMP-019,Display Retargeting Loop,Display Ads,Retargeting,Europe,Small Business Owners,Desktop,23637,124,3,83.15,409.06
REC-003312,2025-10-20,CAMP-009,Startup Founder Leads,LinkedIn Ads,Lead Generation,Europe,New Customers,Mobile,6574,85,7,471.3,922.62
REC-005464,2026-04-24,CAMP-007,B2B Decision Makers,LinkedIn Ads,Lead Generation,Asia-Pacific,Returning Customers,Mobile,7262,108,10,458.1,1325.79
REC-005320,2026-04-11,CAMP-009,Startup Founder Leads,LinkedIn Ads,Lead Generation,Europe,Returning Customers,Mobile,5839,106,13,530.59,2103.09
REC-005459,2026-04-23,CAMP-008,Executive Thought Leadership,LinkedIn Ads,Brand Awareness,North America,New Customers,Mobile,5194,59,1,447.42,52.98
REC-001219,2025-04-16,CAMP-021,Micro Creator Conversion,Influencer,Influencer Partnership,Asia-Pacific,New Customers,Desktop,43355,1463,47,988.68,4701.08
REC-003409,2025-10-28,CAMP-003,High Intent Retargeting,Google Ads,Retargeting,MENA,New Customers,Desktop,19196,1117,93,1742.54,9713.44
REC-001527,2025-05-13,CAMP-019,Display Retargeting Loop,Display Ads,Retargeting,North America,New Customers,Mobile,23867,191,2,145.36,244.88
REC-004466,2026-01-24,CAMP-005,Cart Recovery Social,Meta Ads,Retargeting,MENA,Returning Customers,Mobile,12420,380,28,364.21,4017.26
REC-005099,2026-03-22,CAMP-004,Social Scale Prospecting,Meta Ads,Prospecting,Europe,Returning Customers,Mobile,20428,481,25,558.62,3624.13
REC-004859,2026-02-27,CAMP-016,Video Reach Accelerator,YouTube Ads,Brand Awareness,Europe,Students & Young Professionals,Desktop,28287,179,2,167.41,119.39
REC-006233,2026-06-30,CAMP-015,Monthly Product Digest,Email,Customer Nurture,Europe,New Customers,Desktop,11737,621,49,138.58,4399.94
REC-003287,2025-10-18,CAMP-022,Holiday Revenue Boost,Meta Ads,Seasonal Promotion,Asia-Pacific,New Customers,Desktop,25198,731,26,686.41,2094.77
REC-003539,2025-11-08,CAMP-013,Lifecycle Nurture,Email,Customer Nurture,Europe,Small Business Owners,Mobile,3047,213,19,46.48,3007.49
REC-004448,2026-01-22,CAMP-020,Creator Partnership Series,Influencer,Influencer Partnership,Europe,Small Business Owners,Mobile,48342,1731,50,1267.04,6646.51
REC-005239,2026-04-04,CAMP-014,Win Back Customers,Email,Reactivation,North America,Small Business Owners,Desktop,8196,657,126,107.34,23644.14
REC-003440,2025-10-31,CAMP-021,Micro Creator Conversion,Influencer,Influencer Partnership,Latin America,Students & Young Professionals,Mobile,12935,549,14,399.65,1126.42
REC-004097,2025-12-24,CAMP-020,Creator Partnership Series,Influencer,Influencer Partnership,North America,New Customers,Desktop,27907,632,21,534.29,2064.54
REC-002699,2025-08-28,CAMP-005,Cart Recovery Social,Meta Ads,Retargeting,Europe,Enterprise Decision Makers,Mobile,16115,572,29,676.11,8327.09
REC-002863,2025-09-12,CAMP-005,Cart Recovery Social,Meta Ads,Retargeting,Asia-Pacific,New Customers,Mobile,20712,791,37,792.46,3224.41
REC-005709,2026-05-15,CAMP-004,Social Scale Prospecting,Meta Ads,Prospecting,Europe,Small Business Owners,Desktop,16869,300,10,289.27,1523.45
REC-000816,2025-03-13,CAMP-017,Product Demo Views,YouTube Ads,Product Education,Asia-Pacific,New Customers,Desktop,22279,166,3,142.77,309.58
REC-002837,2025-09-10,CAMP-002,Brand Demand Capture,Google Ads,Brand Awareness,Asia-Pacific,New Customers,Desktop,7056,247,9,455.89,524.98
REC-002069,2025-07-03,CAMP-018,Programmatic Market Reach,Display Ads,Brand Awareness,Latin America,Students & Young Professionals,Mobile,22817,98,1,68.28,45.79
REC-001147,2025-04-10,CAMP-021,Micro Creator Conversion,Influencer,Influencer Partnership,Asia-Pacific,Students & Young Professionals,Mobile,43599,1551,39,1172.72,2393.2
REC-004604,2026-02-05,CAMP-002,Brand Demand Capture,Google Ads,Brand Awareness,Europe,Enterprise Decision Makers,Mobile,16564,624,18,1015.04,2835.84
REC-005560,2026-05-02,CAMP-009,Startup Founder Leads,LinkedIn Ads,Lead Generation,Europe,Returning Customers,Desktop,5143,73,8,406.52,1323.57
REC-003483,2025-11-04,CAMP-017,Product Demo Views,YouTube Ads,Product Education,North America,New Customers,Desktop,44631,441,7,378.88,828.4
REC-006057,2026-06-15,CAMP-008,Executive Thought Leadership,LinkedIn Ads,Brand Awareness,Asia-Pacific,New Customers,Mobile,5059,50,1,313.05,43.78
REC-002042,2025-07-01,CAMP-019,Display Retargeting Loop,Display Ads,Retargeting,Asia-Pacific,Enterprise Decision Makers,Mobile,12027,111,2,59.36,542.34
REC-004999,2026-03-13,CAMP-012,Youth Engagement Sprint,TikTok Ads,Engagement,Europe,Returning Customers,Mobile,10942,214,3,254.62,272.15
REC-000095,2025-01-09,CAMP-007,B2B Decision Makers,LinkedIn Ads,Lead Generation,MENA,Students & Young Professionals,Desktop,3376,50,5,264.49,428.27
REC-004897,2026-03-03,CAMP-020,Creator Partnership Series,Influencer,Influencer Partnership,Asia-Pacific,Students & Young Professionals,Mobile,18526,722,13,398.93,1049.74
REC-002872,2025-09-13,CAMP-018,Programmatic Market Reach,Display Ads,Brand Awareness,MENA,Small Business Owners,Mobile,42733,164,1,100.06,66.71
REC-006171,2026-06-25,CAMP-007,B2B Decision Makers,LinkedIn Ads,Lead Generation,North America,Returning Customers,Mobile,5950,111,12,568.92,2217.48
REC-000702,2025-03-02,CAMP-023,Enterprise Pipeline Builder,LinkedIn Ads,Lead Generation,MENA,Returning Customers,Tablet,3693,57,7,280.48,1093.7
REC-000676,2025-02-28,CAMP-023,Enterprise Pipeline Builder,LinkedIn Ads,Lead Generation,North America,Returning Customers,Desktop,6026,100,16,560.12,3572.84
REC-003813,2025-11-30,CAMP-004,Social Scale Prospecting,Meta Ads,Prospecting,Europe,New Customers,Desktop,12511,271,7,255.77,546.89
REC-002428,2025-08-05,CAMP-008,Executive Thought Leadership,LinkedIn Ads,Brand Awareness,Asia-Pacific,Small Business Owners,Desktop,5492,37,2,206.29,115.84
REC-003361,2025-10-24,CAMP-009,Startup Founder Leads,LinkedIn Ads,Lead Generation,Europe,Small Business Owners,Desktop,2600,39,3,191.58,467.95
REC-001715,2025-05-30,CAMP-024,Mobile App Acquisition,Google Ads,App Acquisition,MENA,New Customers,Tablet,5201,167,6,257.12,381.84
REC-000208,2025-01-19,CAMP-013,Lifecycle Nurture,Email,Customer Nurture,MENA,Small Business Owners,Mobile,6868,516,46,94.73,7703.49
REC-004911,2026-03-05,CAMP-006,Seasonal Offer Push,Meta Ads,Seasonal Promotion,Latin America,Small Business Owners,Mobile,15659,413,17,287.45,2781.75
REC-004239,2026-01-05,CAMP-003,High Intent Retargeting,Google Ads,Retargeting,MENA,Small Business Owners,Mobile,7805,433,34,638.33,5444.41
REC-003043,2025-09-26,CAMP-010,Short Video Discovery,TikTok Ads,Prospecting,Europe,Returning Customers,Desktop,27405,430,20,301.25,2686.55
REC-001763,2025-06-04,CAMP-015,Monthly Product Digest,Email,Customer Nurture,Asia-Pacific,Small Business Owners,Desktop,5027,278,28,57.36,3854.75
REC-003096,2025-10-01,CAMP-006,Seasonal Offer Push,Meta Ads,Seasonal Promotion,North America,Students & Young Professionals,Mobile,20446,587,18,736.06,1289.44
REC-001599,2025-05-19,CAMP-009,Startup Founder Leads,LinkedIn Ads,Lead Generation,Asia-Pacific,Students & Young Professionals,Mobile,4102,62,2,371.76,180.25
REC-001979,2025-06-25,CAMP-014,Win Back Customers,Email,Reactivation,North America,New Customers,Mobile,15239,1552,169,174.97,21857.08
REC-000339,2025-01-30,CAMP-021,Micro Creator Conversion,Influencer,Influencer Partnership,Europe,Enterprise Decision Makers,Tablet,42086,1095,37,1214.04,11673.9
REC-005929,2026-06-03,CAMP-024,Mobile App Acquisition,Google Ads,App Acquisition,Europe,New Customers,Desktop,5582,192,10,382.92,540.65
REC-005934,2026-06-03,CAMP-023,Enterprise Pipeline Builder,LinkedIn Ads,Lead Generation,MENA,Students & Young Professionals,Mobile,5800,85,5,380.65,488.5
REC-003469,2025-11-02,CAMP-018,Programmatic Market Reach,DISPLAY ADS,Brand Awareness,North America,Small Business Owners,Desktop,18520,52,0,47.77,0.0
REC-002572,2025-08-18,CAMP-007,B2B Decision Makers,LinkedIn Ads,Lead Generation,North America,New Customers,Mobile,7159,103,6,731.7,608.33
REC-000314,2025-01-28,CAMP-019,Display Retargeting Loop,Display Ads,Retargeting,MENA,Students & Young Professionals,Mobile,24833,185,2,100.79,159.77
REC-005588,2026-05-05,CAMP-015,Monthly Product Digest,Email,Customer Nurture,Europe,Small Business Owners,Tablet,2381,121,12,43.41,1590.18
REC-005999,2026-06-09,CAMP-002,Brand Demand Capture,Google Ads,Brand Awareness,Latin America,Students & Young Professionals,Mobile,15635,683,12,853.52,573.73
REC-004883,2026-03-02,CAMP-013,Lifecycle Nurture,Email,Customer Nurture,Europe,New Customers,Mobile,2180,175,13,49.8,1010.14
REC-002200,2025-07-16,CAMP-024,Mobile App Acquisition,Google Ads,App Acquisition,Asia-Pacific,Students & Young Professionals,Mobile,12168,394,15,718.8,683.45
REC-002529,2025-08-14,CAMP-008,Executive Thought Leadership,LinkedIn Ads,Brand Awareness,Asia-Pacific,New Customers,Desktop,4697,47,2,263.93,82.24
REC-003122,2025-10-04,CAMP-021,Micro Creator Conversion,Influencer,Influencer Partnership,North America,Small Business Owners,Desktop,39243,1207,57,1064.44,6414.82
