"record_id","campaign_id","campaign_name","campaign_date","month_start","campaign_year","campaign_month_number","campaign_month_name","year_month","campaign_quarter","channel","campaign_type","region","audience_segment","device","impressions","clicks","conversions","spend_usd","revenue_usd","profit_usd","row_profit_margin_percentage"
"REC-002616","CAMP-015","Monthly Product Digest","2025-08-21","2025-08-01",2025,8,"August   ","2025-08","Q3","Email","Customer Nurture","Asia-Pacific","New Customers","Desktop",7500,350,24,84.94,2314.74,2229.80,96.33
"REC-002617","CAMP-002","Brand Demand Capture","2025-08-21","2025-08-01",2025,8,"August   ","2025-08","Q3","Google Ads","Brand Awareness","Latin America","New Customers","Mobile",4293,128,3,175.56,195.60,20.04,10.25
"REC-002618","CAMP-012","Youth Engagement Sprint","2025-08-21","2025-08-01",2025,8,"August   ","2025-08","Q3","TikTok Ads","Engagement","Europe","Returning Customers","Mobile",26018,374,7,345.96,707.39,361.43,51.09
"REC-002619","CAMP-012","Youth Engagement Sprint","2025-08-21","2025-08-01",2025,8,"August   ","2025-08","Q3","TikTok Ads","Engagement","North America","Small Business Owners","Desktop",20509,259,6,255.13,721.45,466.32,64.64
"REC-002620","CAMP-018","Programmatic Market Reach","2025-08-21","2025-08-01",2025,8,"August   ","2025-08","Q3","Display Ads","Brand Awareness","Asia-Pacific","Students & Young Professionals","Mobile",32097,114,1,105.70,37.93,-67.77,-178.67
"REC-002621","CAMP-018","Programmatic Market Reach","2025-08-21","2025-08-01",2025,8,"August   ","2025-08","Q3","Display Ads","Brand Awareness","MENA","Enterprise Decision Makers","Mobile",44815,148,1,100.21,135.86,35.65,26.24
"REC-002622","CAMP-010","Short Video Discovery","2025-08-21","2025-08-01",2025,8,"August   ","2025-08","Q3","TikTok Ads","Prospecting","MENA","Returning Customers","Mobile",31656,467,11,357.99,1292.85,934.86,72.31
"REC-002623","CAMP-010","Short Video Discovery","2025-08-21","2025-08-01",2025,8,"August   ","2025-08","Q3","TikTok Ads","Prospecting","North America","Students & Young Professionals","Desktop",34682,401,7,326.61,525.22,198.61,37.81
"REC-002624","CAMP-018","Programmatic Market Reach","2025-08-22","2025-08-01",2025,8,"August   ","2025-08","Q3","Display Ads","Brand Awareness","Asia-Pacific","New Customers","Desktop",24805,100,2,96.60,106.97,10.37,9.69
"REC-002625","CAMP-004","Social Scale Prospecting","2025-08-22","2025-08-01",2025,8,"August   ","2025-08","Q3","Meta Ads","Prospecting","Latin America","Students & Young Professionals","Mobile",10859,285,6,263.93,342.09,78.16,22.85
"REC-002626","CAMP-004","Social Scale Prospecting","2025-08-22","2025-08-01",2025,8,"August   ","2025-08","Q3","Meta Ads","Prospecting","Asia-Pacific","Returning Customers","Mobile",21996,504,19,436.46,2065.28,1628.82,78.87
"REC-002627","CAMP-003","High Intent Retargeting","2025-08-22","2025-08-01",2025,8,"August   ","2025-08","Q3","Google Ads","Retargeting","MENA","Returning Customers","Mobile",15619,922,89,1368.88,11860.01,10491.13,88.46
"REC-002628","CAMP-021","Micro Creator Conversion","2025-08-22","2025-08-01",2025,8,"August   ","2025-08","Q3","Influencer","Influencer Partnership","Europe","New Customers","Mobile",42710,1566,57,953.79,5351.94,4398.15,82.18
"REC-002629","CAMP-012","Youth Engagement Sprint","2025-08-22","2025-08-01",2025,8,"August   ","2025-08","Q3","TikTok Ads","Engagement","Europe","Returning Customers","Desktop",15253,217,7,215.80,619.99,404.19,65.19
"REC-002630","CAMP-020","Creator Partnership Series","2025-08-22","2025-08-01",2025,8,"August   ","2025-08","Q3","Influencer","Influencer Partnership","Europe","Enterprise Decision Makers","Desktop",22434,654,25,567.11,7286.96,6719.85,92.22
"REC-002631","CAMP-015","Monthly Product Digest","2025-08-22","2025-08-01",2025,8,"August   ","2025-08","Q3","Email","Customer Nurture","North America","Students & Young Professionals","Mobile",6986,387,19,76.18,1289.09,1212.91,94.09
"REC-002632","CAMP-024","Mobile App Acquisition","2025-08-22","2025-08-01",2025,8,"August   ","2025-08","Q3","Google Ads","App Acquisition","MENA","Students & Young Professionals","Desktop",11058,422,20,632.69,952.86,320.17,33.60
"REC-002633","CAMP-024","Mobile App Acquisition","2025-08-22","2025-08-01",2025,8,"August   ","2025-08","Q3","Google Ads","App Acquisition","North America","Enterprise Decision Makers","Desktop",13787,392,24,646.99,3448.42,2801.43,81.24
"REC-002634","CAMP-013","Lifecycle Nurture","2025-08-22","2025-08-01",2025,8,"August   ","2025-08","Q3","Email","Customer Nurture","North America","Enterprise Decision Makers","Mobile",3021,241,26,41.32,7850.32,7809.00,99.47
"REC-002635","CAMP-009","Startup Founder Leads","2025-08-22","2025-08-01",2025,8,"August   ","2025-08","Q3","LinkedIn Ads","Lead Generation","North America","New Customers","Desktop",3117,48,5,350.78,740.70,389.92,52.64
"REC-002636","CAMP-007","B2B Decision Makers","2025-08-23","2025-08-01",2025,8,"August   ","2025-08","Q3","LinkedIn Ads","Lead Generation","North America","Small Business Owners","Mobile",7097,119,10,725.26,1844.12,1118.86,60.67
"REC-002637","CAMP-007","B2B Decision Makers","2025-08-23","2025-08-01",2025,8,"August   ","2025-08","Q3","LinkedIn Ads","Lead Generation","North America","Unknown","Mobile",1073,18,2,126.06,412.80,286.74,69.46
"REC-002638","CAMP-008","Executive Thought Leadership","2025-08-23","2025-08-01",2025,8,"August   ","2025-08","Q3","LinkedIn Ads","Brand Awareness","North America","Returning Customers","Mobile",2596,17,1,138.85,65.38,-73.47,-112.37
"REC-002639","CAMP-008","Executive Thought Leadership","2025-08-23","2025-08-01",2025,8,"August   ","2025-08","Q3","LinkedIn Ads","Brand Awareness","Europe","Small Business Owners","Mobile",2519,17,0,158.27,0.00,-158.27,NULL
"REC-002640","CAMP-009","Startup Founder Leads","2025-08-23","2025-08-01",2025,8,"August   ","2025-08","Q3","LinkedIn Ads","Lead Generation","MENA","Returning Customers","Mobile",1758,32,4,157.29,540.26,382.97,70.89
"REC-002641","CAMP-015","Monthly Product Digest","2025-08-23","2025-08-01",2025,8,"August   ","2025-08","Q3","Email","Customer Nurture","Europe","New Customers","Desktop",2038,97,10,27.94,1115.50,1087.56,97.50
"REC-002642","CAMP-015","Monthly Product Digest","2025-08-23","2025-08-01",2025,8,"August   ","2025-08","Q3","Email","Customer Nurture","MENA","New Customers","Mobile",3898,224,15,66.51,1400.94,1334.43,95.25
"REC-002643","CAMP-023","Enterprise Pipeline Builder","2025-08-23","2025-08-01",2025,8,"August   ","2025-08","Q3","LinkedIn Ads","Lead Generation","Europe","New Customers","Desktop",5261,84,9,498.38,1111.20,612.82,55.15
"REC-002644","CAMP-010","Short Video Discovery","2025-08-23","2025-08-01",2025,8,"August   ","2025-08","Q3","TikTok Ads","Prospecting","North America","Returning Customers","Mobile",9941,185,4,182.62,514.74,332.12,64.52
"REC-002645","CAMP-001","Search Growth Engine","2025-08-23","2025-08-01",2025,8,"August   ","2025-08","Q3","Google Ads","Always-on Acquisition","Asia-Pacific","Small Business Owners","Desktop",4273,162,10,236.21,1142.47,906.26,79.32
"REC-002646","CAMP-021","Micro Creator Conversion","2025-08-23","2025-08-01",2025,8,"August   ","2025-08","Q3","Influencer","Influencer Partnership","MENA","Small Business Owners","Mobile",50995,2140,60,1309.58,6724.21,5414.63,80.52
"REC-002647","CAMP-017","Product Demo Views","2025-08-24","2025-08-01",2025,8,"August   ","2025-08","Q3","YouTube Ads","Product Education","MENA","New Customers","Mobile",9023,110,0,96.59,0.00,-96.59,NULL
"REC-002648","CAMP-015","Monthly Product Digest","2025-08-24","2025-08-01",2025,8,"August   ","2025-08","Q3","Email","Customer Nurture","MENA","Returning Customers","Desktop",9728,499,91,104.86,9273.20,9168.34,98.87
"REC-002649","CAMP-015","Monthly Product Digest","2025-08-24","2025-08-01",2025,8,"August   ","2025-08","Q3","Email","Customer Nurture","Asia-Pacific","Returning Customers","Tablet",5478,258,23,69.62,3357.04,3287.42,97.93
"REC-002650","CAMP-010","Short Video Discovery","2025-08-24","2025-08-01",2025,8,"August   ","2025-08","Q3","TikTok Ads","Prospecting","North America","New Customers","Mobile",24357,395,5,307.72,521.38,213.66,40.98
"REC-002651","CAMP-003","High Intent Retargeting","2025-08-24","2025-08-01",2025,8,"August   ","2025-08","Q3","Google Ads","Retargeting","North America","Returning Customers","Desktop",9605,384,57,885.52,9318.19,8432.67,90.50
"REC-002652","CAMP-003","High Intent Retargeting","2025-08-24","2025-08-01",2025,8,"August   ","2025-08","Q3","Google Ads","Retargeting","MENA","Small Business Owners","Mobile",4274,241,24,430.24,4041.61,3611.37,89.35
"REC-002653","CAMP-001","Search Growth Engine","2025-08-24","2025-08-01",2025,8,"August   ","2025-08","Q3","Google Ads","Always-on Acquisition","North America","Returning Customers","Mobile",2827,155,10,300.89,1427.67,1126.78,78.92
"REC-002654","CAMP-001","Search Growth Engine","2025-08-24","2025-08-01",2025,8,"August   ","2025-08","Q3","Google Ads","Always-on Acquisition","North America","Enterprise Decision Makers","Desktop",12859,395,26,894.49,5833.01,4938.52,84.67
"REC-002655","CAMP-019","Display Retargeting Loop","2025-08-24","2025-08-01",2025,8,"August   ","2025-08","Q3","Display Ads","Retargeting","Asia-Pacific","Students & Young Professionals","Mobile",30061,291,2,177.36,126.68,-50.68,-40.01
"REC-002656","CAMP-005","Cart Recovery Social","2025-08-24","2025-08-01",2025,8,"August   ","2025-08","Q3","Meta Ads","Retargeting","Latin America","Returning Customers","Desktop",16426,460,44,322.60,5115.64,4793.04,93.69
"REC-002657","CAMP-013","Lifecycle Nurture","2025-08-24","2025-08-01",2025,8,"August   ","2025-08","Q3","Email","Customer Nurture","North America","New Customers","Mobile",8556,666,60,101.40,6448.45,6347.05,98.43
"REC-002658","CAMP-013","Lifecycle Nurture","2025-08-24","2025-08-01",2025,8,"August   ","2025-08","Q3","Email","Customer Nurture","Latin America","New Customers","Mobile",1861,101,8,41.12,747.21,706.09,94.50
"REC-002659","CAMP-012","Youth Engagement Sprint","2025-08-24","2025-08-01",2025,8,"August   ","2025-08","Q3","TikTok Ads","Engagement","MENA","Enterprise Decision Makers","Mobile",19590,243,4,214.06,764.72,550.66,72.01
"REC-002660","CAMP-016","Video Reach Accelerator","2025-08-25","2025-08-01",2025,8,"August   ","2025-08","Q3","YouTube Ads","Brand Awareness","North America","New Customers","Mobile",13550,112,1,139.37,66.97,-72.40,-108.11
"REC-002661","CAMP-019","Display Retargeting Loop","2025-08-25","2025-08-01",2025,8,"August   ","2025-08","Q3","Display Ads","Retargeting","Europe","New Customers","Mobile",43167,348,6,234.16,692.52,458.36,66.19
"REC-002662","CAMP-003","High Intent Retargeting","2025-08-25","2025-08-01",2025,8,"August   ","2025-08","Q3","Google Ads","Retargeting","Europe","Students & Young Professionals","Mobile",5651,461,29,697.40,2354.52,1657.12,70.38
"REC-002663","CAMP-010","Short Video Discovery","2025-08-25","2025-08-01",2025,8,"August   ","2025-08","Q3","TikTok Ads","Prospecting","North America","New Customers","Mobile",21325,415,6,318.50,549.23,230.73,42.01
"REC-002664","CAMP-009","Startup Founder Leads","2025-08-25","2025-08-01",2025,8,"August   ","2025-08","Q3","LinkedIn Ads","Lead Generation","North America","Enterprise Decision Makers","Mobile",3688,68,6,349.25,2316.80,1967.55,84.93
"REC-002665","CAMP-014","Win Back Customers","2025-08-25","2025-08-01",2025,8,"August   ","2025-08","Q3","Email","Reactivation","Latin America","Students & Young Professionals","Tablet",15895,589,40,169.34,2970.34,2801.00,94.30
"REC-002666","CAMP-005","Cart Recovery Social","2025-08-25","2025-08-01",2025,8,"August   ","2025-08","Q3","Meta Ads","Retargeting","Asia-Pacific","Returning Customers","Tablet",11356,266,13,235.08,1431.91,1196.83,83.58
"REC-002667","CAMP-005","Cart Recovery Social","2025-08-25","2025-08-01",2025,8,"August   ","2025-08","Q3","Meta Ads","Retargeting","Asia-Pacific","New Customers","Desktop",12078,325,20,295.68,1876.45,1580.77,84.24
"REC-002668","CAMP-024","Mobile App Acquisition","2025-08-25","2025-08-01",2025,8,"August   ","2025-08","Q3","Google Ads","App Acquisition","Asia-Pacific","Returning Customers","Mobile",4474,199,8,323.11,541.75,218.64,40.36
"REC-002669","CAMP-008","Executive Thought Leadership","2025-08-25","2025-08-01",2025,8,"August   ","2025-08","Q3","LinkedIn Ads","Brand Awareness","Europe","Students & Young Professionals","Desktop",6701,55,2,330.80,58.56,-272.24,-464.89
"REC-002670","CAMP-023","Enterprise Pipeline Builder","2025-08-25","2025-08-01",2025,8,"August   ","2025-08","Q3","LinkedIn Ads","Lead Generation","MENA","Students & Young Professionals","Desktop",6822,130,7,628.15,629.41,1.26,0.20
"REC-002671","CAMP-013","Lifecycle Nurture","2025-08-26","2025-08-01",2025,8,"August   ","2025-08","Q3","Email","Customer Nurture","MENA","New Customers","Mobile",2813,192,15,42.97,1400.74,1357.77,96.93
"REC-002672","CAMP-019","Display Retargeting Loop","2025-08-26","2025-08-01",2025,8,"August   ","2025-08","Q3","Display Ads","Retargeting","MENA","Students & Young Professionals","Desktop",14005,97,2,63.11,173.62,110.51,63.65
"REC-002673","CAMP-012","Youth Engagement Sprint","2025-08-26","2025-08-01",2025,8,"August   ","2025-08","Q3","TikTok Ads","Engagement","MENA","New Customers","Desktop",28059,444,11,361.30,686.43,325.13,47.37
"REC-002674","CAMP-012","Youth Engagement Sprint","2025-08-26","2025-08-01",2025,8,"August   ","2025-08","Q3","TikTok Ads","Engagement","Europe","Enterprise Decision Makers","Desktop",29747,456,11,414.19,2217.02,1802.83,81.32
"REC-002675","CAMP-016","Video Reach Accelerator","2025-08-26","2025-08-01",2025,8,"August   ","2025-08","Q3","YouTube Ads","Brand Awareness","Europe","New Customers","Desktop",27781,246,2,231.37,175.72,-55.65,-31.67
"REC-002676","CAMP-016","Video Reach Accelerator","2025-08-26","2025-08-01",2025,8,"August   ","2025-08","Q3","YouTube Ads","Brand Awareness","Latin America","Enterprise Decision Makers","Desktop",41177,286,5,198.70,993.89,795.19,80.01
"REC-002677","CAMP-003","High Intent Retargeting","2025-08-26","2025-08-01",2025,8,"August   ","2025-08","Q3","Google Ads","Retargeting","Europe","Students & Young Professionals","Desktop",11954,793,50,1150.22,3608.85,2458.63,68.13
"REC-002678","CAMP-005","Cart Recovery Social","2025-08-26","2025-08-01",2025,8,"August   ","2025-08","Q3","Meta Ads","Retargeting","Asia-Pacific","Students & Young Professionals","Desktop",6158,226,9,208.71,609.91,401.20,65.78
"REC-002679","CAMP-024","Mobile App Acquisition","2025-08-26","2025-08-01",2025,8,"August   ","2025-08","Q3","Google Ads","App Acquisition","Latin America","Small Business Owners","Desktop",18161,510,41,606.93,3285.88,2678.95,81.53
"REC-002680","CAMP-015","Monthly Product Digest","2025-08-26","2025-08-01",2025,8,"August   ","2025-08","Q3","Email","Customer Nurture","Europe","Returning Customers","Desktop",5564,203,27,64.55,2923.29,2858.74,97.79
"REC-002681","CAMP-015","Monthly Product Digest","2025-08-26","2025-08-01",2025,8,"August   ","2025-08","Q3","Email","Customer Nurture","Europe","Small Business Owners","Desktop",13407,808,125,139.77,16113.09,15973.32,99.13
"REC-002682","CAMP-021","Micro Creator Conversion","2025-08-27","2025-08-01",2025,8,"August   ","2025-08","Q3","Influencer","Influencer Partnership","North America","Small Business Owners","Mobile",60157,2272,81,1567.90,13350.68,11782.78,88.26
"REC-002683","CAMP-021","Micro Creator Conversion","2025-08-27","2025-08-01",2025,8,"August   ","2025-08","Q3","Influencer","Influencer Partnership","Asia-Pacific","Enterprise Decision Makers","Tablet",12122,392,12,303.55,3924.34,3620.79,92.26
"REC-002684","CAMP-018","Programmatic Market Reach","2025-08-27","2025-08-01",2025,8,"August   ","2025-08","Q3","Display Ads","Brand Awareness","Europe","New Customers","Tablet",15814,50,1,39.02,63.40,24.38,38.45
"REC-002685","CAMP-017","Product Demo Views","2025-08-27","2025-08-01",2025,8,"August   ","2025-08","Q3","YouTube Ads","Product Education","Latin America","New Customers","Desktop",21202,226,3,162.83,270.90,108.07,39.89
"REC-002686","CAMP-008","Executive Thought Leadership","2025-08-27","2025-08-01",2025,8,"August   ","2025-08","Q3","LinkedIn Ads","Brand Awareness","Europe","New Customers","Desktop",3495,29,1,180.79,51.51,-129.28,-250.98
"REC-002687","CAMP-015","Monthly Product Digest","2025-08-27","2025-08-01",2025,8,"August   ","2025-08","Q3","Email","Customer Nurture","Asia-Pacific","Returning Customers","Mobile",6123,310,25,82.52,2956.26,2873.74,97.21
"REC-002688","CAMP-010","Short Video Discovery","2025-08-27","2025-08-01",2025,8,"August   ","2025-08","Q3","TikTok Ads","Prospecting","Europe","Returning Customers","Mobile",13506,189,3,163.56,391.84,228.28,58.26
"REC-002689","CAMP-010","Short Video Discovery","2025-08-27","2025-08-01",2025,8,"August   ","2025-08","Q3","TikTok Ads","Prospecting","Asia-Pacific","New Customers","Mobile",10850,197,5,164.90,512.32,347.42,67.81
"REC-002690","CAMP-001","Search Growth Engine","2025-08-27","2025-08-01",2025,8,"August   ","2025-08","Q3","Google Ads","Always-on Acquisition","Asia-Pacific","New Customers","Mobile",7354,305,16,560.53,1560.57,1000.04,64.08
"REC-002691","CAMP-003","High Intent Retargeting","2025-08-27","2025-08-01",2025,8,"August   ","2025-08","Q3","Google Ads","Retargeting","MENA","New Customers","Desktop",10916,526,53,851.22,7355.89,6504.67,88.43
"REC-002692","CAMP-015","Monthly Product Digest","2025-08-28","2025-08-01",2025,8,"August   ","2025-08","Q3","Email","Customer Nurture","MENA","New Customers","Desktop",4966,239,20,64.30,2078.87,2014.57,96.91
"REC-002693","CAMP-015","Monthly Product Digest","2025-08-28","2025-08-01",2025,8,"August   ","2025-08","Q3","Email","Customer Nurture","North America","Students & Young Professionals","Mobile",8281,628,41,96.75,3404.31,3307.56,97.16
